permco,year,company,industry,roa,csrsustainabilityreportingscore,csrsustainabilityexternalauditor
45878,2019,MARKETAXESS HLDGS INC,"Finance, Insurance, And Real Estate",0.214572796,0.850636943,0
41154,2014,ALIGN TECHNOLOGY INC,Manufacturing,0.147603687,,0
14046,2016,POOL CORP; S C P POOL CORP,Wholesale Trade,0.149839804,,0
30033,2015,INCYTE CORP; INCYTE GENOMICS INC; INCYTE PHARMACEUTICALS INC,Manufacturing,0.006482768,,0
31661,2016,FACTSET RESEARCH SYSTEMS INC,Services,0.332445021,,0
21530,2017,ROLLINS INC; ROLLINS BROADCASTING INC,Services,0.173290521,,0
10107,2015,BIO TECHNE CORP; TECHNE CORP,Manufacturing,0.101315641,,0
54812,2016,PAYCOM SOFTWARE INC,Services,0.040644791,,0
21530,2018,ROLLINS INC; ROLLINS BROADCASTING INC,Services,0.211733771,,0
14046,2017,POOL CORP; S C P POOL CORP,Wholesale Trade,0.174043787,,0
10107,2016,BIO TECHNE CORP; TECHNE CORP,Manufacturing,0.092490932,,0
41154,2015,ALIGN TECHNOLOGY INC,Manufacturing,0.124301655,,0
54109,2013,SERVICENOW INC,Services,-0.063080457,,0
55000,2014,CAESARS ENTERTAINMENT INC DE; ELDORADO RESORTS INC,Services,-0.012273149,,0
10989,2013,I D E X X LABORATORIES INC,Manufacturing,0.152618901,,0
14046,2018,POOL CORP; S C P POOL CORP,Wholesale Trade,0.18894873,,0
52547,2013,LULULEMON ATHLETICA INC,Manufacturing,0.223693434,,0
53983,2017,EPAM SYSTEMS INC,Services,0.058196081,,0
16188,2013,COSTAR GROUP INC; REALTY INFORMATION GROUP INC,Services,0.023655072,,0
55000,2016,CAESARS ENTERTAINMENT INC DE; ELDORADO RESORTS INC,Services,0.019166273,,0
52547,2014,LULULEMON ATHLETICA INC,Manufacturing,0.184408735,,0
55000,2015,CAESARS ENTERTAINMENT INC DE; ELDORADO RESORTS INC,Services,0.086175329,,0
45878,2020,MARKETAXESS HLDGS INC,"Finance, Insurance, And Real Estate",0.224853898,0.817467513,0
12926,2013,COPART INC,Wholesale Trade,0.134902633,,0
54812,2017,PAYCOM SOFTWARE INC,Services,0.049298092,,0
41562,2020,AXON ENTERPRISE INC; TASER INTERNATIONAL INC,Manufacturing,-0.00124835,0.817467513,0
45379,2019,DOMINOS PIZZA INC,Retail Trade,0.289929325,0.850636943,0
10989,2014,I D E X X LABORATORIES INC,Manufacturing,0.131414936,,0
41154,2016,ALIGN TECHNOLOGY INC,Manufacturing,0.135860663,,0
31661,2017,FACTSET RESEARCH SYSTEMS INC,Services,0.182732795,0.907998627,0
31661,2018,FACTSET RESEARCH SYSTEMS INC,Services,0.188161305,0.890536488,0
54109,2014,SERVICENOW INC,Services,-0.125878636,,0
10989,2015,I D E X X LABORATORIES INC,Manufacturing,0.130222991,,0
54139,2014,PALO ALTO NETWORKS INC,Services,-0.153166863,,0
14046,2019,POOL CORP; S C P POOL CORP,Wholesale Trade,0.176350702,,0
469,2013,ROBERT HALF INC; ROBERT HALF INTERNATIONAL INC; ROBERT HALF INTL INC; BOOTHE FINANCIAL CORP; BOOTHE COURIER CORP; BOOTHE COMPUTER CORP,Services,0.16922761,,0
12926,2014,COPART INC,Wholesale Trade,0.118586757,,0
54222,2013,DIAMONDBACK ENERGY INC,Mining,0.035874407,,0
54812,2018,PAYCOM SOFTWARE INC,Services,0.090060226,,0
45878,2021,MARKETAXESS HLDGS INC,"Finance, Insurance, And Real Estate",0.168504468,0.781484691,0
10989,2016,I D E X X LABORATORIES INC,Manufacturing,0.145060704,,0
10107,2017,BIO TECHNE CORP; TECHNE CORP,Manufacturing,0.048828823,,0
10107,2021,BIO TECHNE CORP; TECHNE CORP,Manufacturing,0.062047136,0.781484691,0
10107,2022,BIO TECHNE CORP; TECHNE CORP,Manufacturing,0.118550814,0.764269726,0
56611,2019,MODERNA INC,Manufacturing,-0.323401211,,0
10107,2018,BIO TECHNE CORP; TECHNE CORP,Manufacturing,0.079180167,,0
469,2020,ROBERT HALF INC; ROBERT HALF INTERNATIONAL INC; ROBERT HALF INTL INC; BOOTHE FINANCIAL CORP; BOOTHE COURIER CORP; BOOTHE COMPUTER CORP,Services,0.119759571,0.817467513,0
52788,2013,ULTA BEAUTY INC; ULTA SALON COSMETICS & FRAG INC,Retail Trade,0.126564911,,0
469,2021,ROBERT HALF INC; ROBERT HALF INTERNATIONAL INC; ROBERT HALF INTL INC; BOOTHE FINANCIAL CORP; BOOTHE COURIER CORP; BOOTHE COMPUTER CORP,Services,0.202761927,0.781484691,0
53983,2018,EPAM SYSTEMS INC,Services,0.149060493,,0
30033,2016,INCYTE CORP; INCYTE GENOMICS INC; INCYTE PHARMACEUTICALS INC,Manufacturing,0.063604413,,0
37660,2013,CHARLES RIVER LABS INTL INC,Services,0.062523828,,0
469,2014,ROBERT HALF INC; ROBERT HALF INTERNATIONAL INC; ROBERT HALF INTL INC; BOOTHE FINANCIAL CORP; BOOTHE COURIER CORP; BOOTHE COMPUTER CORP,Services,0.185718527,0.791197544,0
12926,2016,COPART INC,Wholesale Trade,0.163872422,,0
4998,2014,WEST PHARMACEUTICAL SERVICES INC; WEST INC,Manufacturing,0.07606679,,0
4998,2013,WEST PHARMACEUTICAL SERVICES INC; WEST INC,Manufacturing,0.067181144,,0
469,2022,ROBERT HALF INC; ROBERT HALF INTERNATIONAL INC; ROBERT HALF INTL INC; BOOTHE FINANCIAL CORP; BOOTHE COURIER CORP; BOOTHE COMPUTER CORP,Services,0.221933433,0.764269726,0
41562,2021,AXON ENTERPRISE INC; TASER INTERNATIONAL INC,Manufacturing,-0.035551264,0.781484691,0
54812,2021,PAYCOM SOFTWARE INC,Services,0.06094904,0.781484691,0
469,2015,ROBERT HALF INC; ROBERT HALF INTERNATIONAL INC; ROBERT HALF INTL INC; BOOTHE FINANCIAL CORP; BOOTHE COURIER CORP; BOOTHE COMPUTER CORP,Services,0.21010241,,0
30033,2020,INCYTE CORP; INCYTE GENOMICS INC; INCYTE PHARMACEUTICALS INC,Manufacturing,-0.083039542,0.817467513,0
15940,2022,VERISIGN INC,Services,0.388715819,0.764269726,0
14046,2020,POOL CORP; S C P POOL CORP,Wholesale Trade,0.210808947,,0
21530,2019,ROLLINS INC; ROLLINS BROADCASTING INC,Services,0.116572918,,0
15940,2020,VERISIGN INC,Services,0.461193836,0.817467513,0
41154,2017,ALIGN TECHNOLOGY INC,Manufacturing,0.130166898,,0
469,2016,ROBERT HALF INC; ROBERT HALF INTERNATIONAL INC; ROBERT HALF INTL INC; BOOTHE FINANCIAL CORP; BOOTHE COURIER CORP; BOOTHE COMPUTER CORP,Services,0.193135321,,0
12457,2013,GARTNER INC; GARTNER GROUP INC NEW,Services,0.102490942,,0
26080,2018,TYLER TECHNOLOGIES INC; TYLER CORP DE,Services,0.082336709,,0
53339,2015,GENERAC HOLDINGS INC,Manufacturing,0.043365856,,0
53339,2013,GENERAC HOLDINGS INC,Manufacturing,0.097062904,,0
15436,2013,TAKE TWO INTERACTIVE SOFTWR INC,Services,0.20093297,,0
12926,2015,COPART INC,Wholesale Trade,0.122104923,,0
54109,2015,SERVICENOW INC,Services,-0.109806469,,0
10408,2013,P T C INC; PARAMETRIC TECHNOLOGY CORP,Services,0.078609289,,0
21530,2020,ROLLINS INC; ROLLINS BROADCASTING INC,Services,0.141299095,,0
15940,2019,VERISIGN INC,Services,0.330256757,,0
53339,2016,GENERAC HOLDINGS INC,Manufacturing,0.053063785,,0
32093,2018,YUM BRANDS INC; TRICON GLOBAL RESTAURANTS INC,Retail Trade,0.373365617,0.890536488,1
469,2017,ROBERT HALF INC; ROBERT HALF INTERNATIONAL INC; ROBERT HALF INTL INC; BOOTHE FINANCIAL CORP; BOOTHE COURIER CORP; BOOTHE COMPUTER CORP,Services,0.155604368,0.907998627,0
53339,2014,GENERAC HOLDINGS INC,Manufacturing,0.09275384,,0
10107,2019,BIO TECHNE CORP; TECHNE CORP,Manufacturing,0.050982536,,0
37660,2014,CHARLES RIVER LABS INTL INC,Services,0.067206948,,0
11547,2013,STERIS PLC NEW; STERIS PLC; STERIS CORP,Manufacturing,0.068590826,,0
469,2018,ROBERT HALF INC; ROBERT HALF INTERNATIONAL INC; ROBERT HALF INTL INC; BOOTHE FINANCIAL CORP; BOOTHE COURIER CORP; BOOTHE COMPUTER CORP,Services,0.228200664,0.890536488,0
12457,2014,GARTNER INC; GARTNER GROUP INC NEW,Services,0.096497967,,0
15940,2018,VERISIGN INC,Services,0.304250605,,0
46559,2018,DEXCOM INC,Manufacturing,-0.066336117,,0
11161,2013,OLD DOMINION FREIGHT LINE INC,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.106678833,,0
56611,2018,MODERNA INC,Manufacturing,-0.196077872,,0
54139,2015,PALO ALTO NETWORKS INC,Services,-0.0839527,,0
20616,2015,REVVITY INC; PERKINELMER INC; E G & G INC; EDGERTON GERMES & GRIER INC,Manufacturing,0.050986548,0.861708666,0
54641,2013,ALLEGION PLC,Manufacturing,0.015657356,,0
21530,2021,ROLLINS INC; ROLLINS BROADCASTING INC,Services,0.177036858,0.781484691,0
12926,2017,COPART INC,Wholesale Trade,0.198853368,,0
52788,2014,ULTA BEAUTY INC; ULTA SALON COSMETICS & FRAG INC,Retail Trade,0.129658577,,0
15940,2021,VERISIGN INC,Services,0.395626698,0.781484691,0
54641,2014,ALLEGION PLC,Manufacturing,0.086909073,,0
53339,2017,GENERAC HOLDINGS INC,Manufacturing,0.078905367,,0
10107,2020,BIO TECHNE CORP; TECHNE CORP,Manufacturing,0.113088007,0.817467513,0
54109,2016,SERVICENOW INC,Services,-0.222151308,,0
41154,2018,ALIGN TECHNOLOGY INC,Manufacturing,0.195002772,,0
37660,2015,CHARLES RIVER LABS INTL INC,Services,0.072184296,,0
16188,2015,COSTAR GROUP INC; REALTY INFORMATION GROUP INC,Services,-0.001666209,,0
46559,2020,DEXCOM INC,Manufacturing,0.115044867,0.817467513,0
16188,2014,COSTAR GROUP INC; REALTY INFORMATION GROUP INC,Services,0.021533516,,0
11547,2014,STERIS PLC NEW; STERIS PLC; STERIS CORP,Manufacturing,0.064332549,,0
21530,2022,ROLLINS INC; ROLLINS BROADCASTING INC,Services,0.17370129,0.764269726,0
15940,2014,VERISIGN INC,Services,0.164864615,,0
12457,2015,GARTNER INC; GARTNER GROUP INC NEW,Services,0.080763384,,0
26024,2020,COTERRA ENERGY INC; CABOT OIL & GAS CORP,Mining,0.044330183,0.817467513,0
30886,2015,DARDEN RESTAURANTS INC,Retail Trade,0.081831275,0.861708666,0
16188,2016,COSTAR GROUP INC; REALTY INFORMATION GROUP INC,Services,0.038932974,,0
26080,2019,TYLER TECHNOLOGIES INC; TYLER CORP DE,Services,0.066858032,,0
51962,2014,BROADRIDGE FINANCIAL SOLUTNS INC,Services,0.119976278,,0
10408,2014,P T C INC; PARAMETRIC TECHNOLOGY CORP,Services,0.072816977,,0
10408,2015,P T C INC; PARAMETRIC TECHNOLOGY CORP,Services,0.021519852,,0
37660,2019,CHARLES RIVER LABS INTL INC,Services,0.053703447,0.850636943,0
52788,2021,ULTA BEAUTY INC; ULTA SALON COSMETICS & FRAG INC,Retail Trade,0.206918257,0.781484691,0
16561,2013,F 5 INC; F 5 NETWORKS INC,Services,0.124325168,,0
52788,2015,ULTA BEAUTY INC; ULTA SALON COSMETICS & FRAG INC,Retail Trade,0.143442296,,0
15436,2014,TAKE TWO INTERACTIVE SOFTWR INC,Services,-0.125261082,,0
11161,2014,OLD DOMINION FREIGHT LINE INC,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.119626855,,0
53983,2019,EPAM SYSTEMS INC,Services,0.116324779,,0
54641,2016,ALLEGION PLC,Manufacturing,0.10194002,,0
46559,2021,DEXCOM INC,Manufacturing,0.031807714,0.781484691,0
54641,2015,ALLEGION PLC,Manufacturing,0.067343456,,0
30033,2021,INCYTE CORP; INCYTE GENOMICS INC; INCYTE PHARMACEUTICALS INC,Manufacturing,0.192279205,0.781484691,0
30033,2017,INCYTE CORP; INCYTE GENOMICS INC; INCYTE PHARMACEUTICALS INC,Manufacturing,-0.135996025,,0
16561,2016,F 5 INC; F 5 NETWORKS INC,Services,0.158631293,,0
12926,2018,COPART INC,Wholesale Trade,0.181075253,,0
469,2019,ROBERT HALF INC; ROBERT HALF INTERNATIONAL INC; ROBERT HALF INTL INC; BOOTHE FINANCIAL CORP; BOOTHE COURIER CORP; BOOTHE COMPUTER CORP,Services,0.196604407,,0
16561,2015,F 5 INC; F 5 NETWORKS INC,Services,0.157858227,,0
11042,2013,VERTEX PHARMACEUTICALS INC,Manufacturing,-0.191901739,,0
10408,2018,P T C INC; PARAMETRIC TECHNOLOGY CORP,Services,0.022321386,,0
15940,2016,VERISIGN INC,Services,0.188747659,,0
11042,2014,VERTEX PHARMACEUTICALS INC,Manufacturing,-0.316341133,,0
53447,2018,C B O E GLOBAL MARKETS INC; C B O E HOLDINGS INC,"Finance, Insurance, And Real Estate",0.079909791,0.890536488,0
21242,2014,N V R INC,Construction,0.119774511,,0
10408,2016,P T C INC; PARAMETRIC TECHNOLOGY CORP,Services,-0.023154397,,0
15940,2015,VERISIGN INC,Services,0.159150915,,0
10408,2017,P T C INC; PARAMETRIC TECHNOLOGY CORP,Services,0.002643214,,0
52788,2022,ULTA BEAUTY INC; ULTA SALON COSMETICS & FRAG INC,Retail Trade,0.231343188,0.764269726,0
12457,2016,GARTNER INC; GARTNER GROUP INC NEW,Services,0.081772119,,0
51962,2015,BROADRIDGE FINANCIAL SOLUTNS INC,Services,0.121236434,,0
21625,2013,SMITH A O CORP,Manufacturing,0.070959649,,0
46559,2019,DEXCOM INC,Manufacturing,0.042212944,0.850636943,0
53339,2018,GENERAC HOLDINGS INC,Manufacturing,0.098197101,,0
11161,2015,OLD DOMINION FREIGHT LINE INC,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.123531119,,0
16561,2017,F 5 INC; F 5 NETWORKS INC,Services,0.169606982,,0
55778,2016,LAMB WESTON HOLDINGS INC,Manufacturing,0.131517541,,0
21242,2013,N V R INC,Construction,0.107184689,,0
54812,2019,PAYCOM SOFTWARE INC,Services,0.072610385,,0
11042,2015,VERTEX PHARMACEUTICALS INC,Manufacturing,-0.222633785,,0
41154,2019,ALIGN TECHNOLOGY INC,Manufacturing,0.177060681,,0
21242,2015,N V R INC,Construction,0.152249326,,0
21625,2014,SMITH A O CORP,Manufacturing,0.0826144,,0
12926,2019,COPART INC,Wholesale Trade,0.232253514,,0
21731,2015,TERADYNE INC,Manufacturing,0.0810135,,0
52788,2016,ULTA BEAUTY INC; ULTA SALON COSMETICS & FRAG INC,Retail Trade,0.16057194,,0
46559,2022,DEXCOM INC,Manufacturing,0.063282453,0.764269726,0
15436,2015,TAKE TWO INTERACTIVE SOFTWR INC,Services,-0.003205063,,0
16561,2018,F 5 INC; F 5 NETWORKS INC,Services,0.174129027,,0
32093,2016,YUM BRANDS INC; TRICON GLOBAL RESTAURANTS INC,Retail Trade,0.29554582,0.896529563,0
54812,2020,PAYCOM SOFTWARE INC,Services,0.055006841,,0
21242,2016,N V R INC,Construction,0.160843861,,0
30033,2018,INCYTE CORP; INCYTE GENOMICS INC; INCYTE PHARMACEUTICALS INC,Manufacturing,0.041384297,,0
15940,2013,VERISIGN INC,Services,0.204621449,,0
10408,2019,P T C INC; PARAMETRIC TECHNOLOGY CORP,Services,-0.010305533,,0
53339,2019,GENERAC HOLDINGS INC,Manufacturing,0.094537994,,0
11161,2016,OLD DOMINION FREIGHT LINE INC,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.109695069,,0
30033,2022,INCYTE CORP; INCYTE GENOMICS INC; INCYTE PHARMACEUTICALS INC,Manufacturing,0.058322365,0.764269726,0
37660,2016,CHARLES RIVER LABS INTL INC,Services,0.057070949,,0
36380,2015,TELEDYNE TECHNOLOGIES,Manufacturing,0.072025014,,0
53983,2020,EPAM SYSTEMS INC,Services,0.120220539,0.817467513,0
36952,2013,EDWARDS LIFESCIENCES CORP,Manufacturing,0.143758946,,0
36380,2013,TELEDYNE TECHNOLOGIES,Manufacturing,0.067245829,,0
55778,2017,LAMB WESTON HOLDINGS INC,Manufacturing,0.151420475,,0
54222,2015,DIAMONDBACK ENERGY INC,Mining,-0.199617751,,0
54139,2016,PALO ALTO NETWORKS INC,Services,-0.081812256,,0
21731,2016,TERADYNE INC,Manufacturing,-0.015718049,,0
13603,2013,DOLLAR TREE INC; DOLLAR TREE STORES INC,Retail Trade,0.215267506,0.79396728,0
36380,2016,TELEDYNE TECHNOLOGIES,Manufacturing,0.06880767,,0
30886,2014,DARDEN RESTAURANTS INC,Retail Trade,0.118354547,0.791197544,0
30005,2015,MARRIOTT INTERNATIONAL INC NEW,Services,0.141236435,0.861708666,1
15758,2013,CH ROBINSON WORLDWIDE INC,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.148387801,,0
41562,2022,AXON ENTERPRISE INC; TASER INTERNATIONAL INC,Manufacturing,0.051593432,,0
36380,2014,TELEDYNE TECHNOLOGIES,Manufacturing,0.076060373,,0
16188,2017,COSTAR GROUP INC; REALTY INFORMATION GROUP INC,Services,0.042699676,,0
51962,2016,BROADRIDGE FINANCIAL SOLUTNS INC,Services,0.106778248,,0
46846,2015,BUILDERS FIRSTSOURCE INC,Manufacturing,-0.007921825,,0
11042,2016,VERTEX PHARMACEUTICALS INC,Manufacturing,-0.038681477,,0
52788,2017,ULTA BEAUTY INC; ULTA SALON COSMETICS & FRAG INC,Retail Trade,0.190888191,,0
37660,2017,CHARLES RIVER LABS INTL INC,Services,0.042101803,,0
15940,2017,VERISIGN INC,Services,0.155463711,,0
10876,2013,REGENERON PHARMACEUTICALS INC,Manufacturing,0.143802145,,0
54931,2019,CATALENT INC,Manufacturing,0.022218629,0.850636943,0
11042,2018,VERTEX PHARMACEUTICALS INC,Manufacturing,0.335723702,0.890536488,0
21242,2017,N V R INC,Construction,0.17981627,,0
44184,2013,MOLINA HEALTHCARE INC,"Finance, Insurance, And Real Estate",0.017625744,,0
37938,2013,ILLUMINA INC,Manufacturing,0.041506377,,0
55778,2018,LAMB WESTON HOLDINGS INC,Manufacturing,0.157015846,,0
54401,2013,IQVIA HOLDINGS INC; QUINTILES IMS HOLDINGS INC; QUINTILES TRANSNATIONAL HLDGS IN,Services,0.073885229,,0
11161,2017,OLD DOMINION FREIGHT LINE INC,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.15114404,,0
54931,2016,CATALENT INC,Manufacturing,0.036071301,,0
54222,2014,DIAMONDBACK ENERGY INC,Mining,0.062592857,,0
21731,2017,TERADYNE INC,Manufacturing,0.082871288,,0
52840,2013,M S C I INC,"Finance, Insurance, And Real Estate",0.071001555,,0
54931,2015,CATALENT INC,Manufacturing,0.067463598,,0
15436,2016,TAKE TWO INTERACTIVE SOFTWR INC,Services,0.021371772,,0
51962,2017,BROADRIDGE FINANCIAL SOLUTNS INC,Services,0.103752619,,0
21242,2018,N V R INC,Construction,0.25180476,,0
15758,2015,CH ROBINSON WORLDWIDE INC,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.160063347,,0
52788,2018,ULTA BEAUTY INC; ULTA SALON COSMETICS & FRAG INC,Retail Trade,0.206369008,,0
15758,2014,CH ROBINSON WORLDWIDE INC,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.139907813,,0
20340,2021,BROWN FORMAN CORP; BROWN FORMAN INC; BROWN FORMAN DISTILLERS CORP,Manufacturing,0.131492233,0.781484691,0
14046,2021,POOL CORP; S C P POOL CORP,Wholesale Trade,0.20142341,,0
53339,2020,GENERAC HOLDINGS INC,Manufacturing,0.108355538,,0
30260,2013,MARTIN MARIETTA MATERIALS INC,Mining,0.037221925,,0
51962,2018,BROADRIDGE FINANCIAL SOLUTNS INC,Services,0.129482253,,0
15506,2019,QORVO INC; R F MICRO DEVICES INC,Manufacturing,0.050958879,0.850636943,0
16188,2018,COSTAR GROUP INC; REALTY INFORMATION GROUP INC,Services,0.071939962,,0
10876,2016,REGENERON PHARMACEUTICALS INC,Manufacturing,0.128418494,0.896529563,0
37938,2014,ILLUMINA INC,Manufacturing,0.105805117,,0
10408,2020,P T C INC; PARAMETRIC TECHNOLOGY CORP,Services,0.038635862,,0
16561,2019,F 5 INC; F 5 NETWORKS INC,Services,0.126164987,,0
54109,2017,SERVICENOW INC,Services,-0.043888821,,0
30033,2019,INCYTE CORP; INCYTE GENOMICS INC; INCYTE PHARMACEUTICALS INC,Manufacturing,0.130416867,,0
54139,2017,PALO ALTO NETWORKS INC,Services,-0.062996248,,0
54931,2017,CATALENT INC,Manufacturing,0.031786469,,0
12926,2020,COPART INC,Wholesale Trade,0.202562701,,0
53447,2022,C B O E GLOBAL MARKETS INC; C B O E HOLDINGS INC,"Finance, Insurance, And Real Estate",0.033576705,0.764269726,0
53983,2021,EPAM SYSTEMS INC,Services,0.136707626,0.781484691,0
36952,2014,EDWARDS LIFESCIENCES CORP,Manufacturing,0.230144993,,0
42540,2013,CENTENE CORP DEL,"Finance, Insurance, And Real Estate",0.046779531,,0
30886,2013,DARDEN RESTAURANTS INC,Retail Trade,0.040305885,0.79396728,0
11161,2018,OLD DOMINION FREIGHT LINE INC,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.170837702,,0
11042,2017,VERTEX PHARMACEUTICALS INC,Manufacturing,0.074304275,,0
55000,2017,CAESARS ENTERTAINMENT INC DE; ELDORADO RESORTS INC,Services,0.020848889,,0
12457,2019,GARTNER INC; GARTNER GROUP INC NEW,Services,0.032622068,0.850636943,0
14046,2022,POOL CORP; S C P POOL CORP,Wholesale Trade,0.209921533,,0
13603,2014,DOLLAR TREE INC; DOLLAR TREE STORES INC,Retail Trade,0.167984301,0.791197544,0
54931,2020,CATALENT INC,Manufacturing,0.028380377,0.817467513,0
20659,2019,EQUIFAX INC; RETAIL CR CO,Services,-0.050423568,0.850636943,0
3624,2013,BROWN & BROWN INC; POE & BROWN INC; POE & ASSOCIATES INC,"Finance, Insurance, And Real Estate",0.059490759,,0
32093,2015,YUM BRANDS INC; TRICON GLOBAL RESTAURANTS INC,Retail Trade,0.160123839,0.861708666,0
40143,2014,TAPESTRY INC; COACH INC,Manufacturing,0.213297313,0.791197544,0
37938,2015,ILLUMINA INC,Manufacturing,0.125160159,,0
15758,2016,CH ROBINSON WORLDWIDE INC,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.139213039,,0
15436,2017,TAKE TWO INTERACTIVE SOFTWR INC,Services,0.046425998,,0
11042,2019,VERTEX PHARMACEUTICALS INC,Manufacturing,0.14146961,0.850636943,1
21242,2019,N V R INC,Construction,0.230598861,,0
36380,2017,TELEDYNE TECHNOLOGIES,Manufacturing,0.05906822,,0
16188,2019,COSTAR GROUP INC; REALTY INFORMATION GROUP INC,Services,0.081723961,,0
37660,2018,CHARLES RIVER LABS INTL INC,Services,0.058708533,,0
10876,2014,REGENERON PHARMACEUTICALS INC,Manufacturing,0.089899161,,0
31208,2014,WATERS CORP,Manufacturing,0.111301533,,0
21723,2015,TELEFLEX INC,Manufacturing,0.063133167,,0
54109,2018,SERVICENOW INC,Services,-0.006884,,0
21723,2016,TELEFLEX INC,Manufacturing,0.061003343,,0
54401,2015,IQVIA HOLDINGS INC; QUINTILES IMS HOLDINGS INC; QUINTILES TRANSNATIONAL HLDGS IN,Services,0.09861789,,0
53610,2013,FLEETCOR TECHNOLOGIES INC,Services,0.072350966,,0
37727,2013,INTUITIVE SURGICAL INC,Manufacturing,0.169860517,,0
37727,2014,INTUITIVE SURGICAL INC,Manufacturing,0.105773602,,0
45469,2013,EXTRA SPACE STORAGE INC,"Finance, Insurance, And Real Estate",0.043266267,,0
21723,2014,TELEFLEX INC,Manufacturing,0.047188073,,0
11161,2019,OLD DOMINION FREIGHT LINE INC,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.154050188,,0
53983,2022,EPAM SYSTEMS INC,Services,0.104614668,0.764269726,0
32093,2014,YUM BRANDS INC; TRICON GLOBAL RESTAURANTS INC,Retail Trade,0.125943679,0.791197544,0
41168,2013,GLOBAL PAYMENTS INC,Services,0.061036915,,0
10876,2017,REGENERON PHARMACEUTICALS INC,Manufacturing,0.136749417,0.907998627,0
31838,2013,QUEST DIAGNOSTICS INC,Services,0.094881538,0.79396728,0
54931,2021,CATALENT INC,Manufacturing,0.064201054,0.781484691,0
45469,2020,EXTRA SPACE STORAGE INC,"Finance, Insurance, And Real Estate",0.051275734,0.817467513,0
26024,2018,COTERRA ENERGY INC; CABOT OIL & GAS CORP,Mining,0.132666274,,0
21723,2013,TELEFLEX INC,Manufacturing,0.035847173,,0
15758,2017,CH ROBINSON WORLDWIDE INC,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.119195653,,0
15436,2018,TAKE TWO INTERACTIVE SOFTWR INC,Services,0.078678267,,0
31208,2015,WATERS CORP,Manufacturing,0.109882523,,0
37938,2016,ILLUMINA INC,Manufacturing,0.108080409,,0
30260,2018,MARTIN MARIETTA MATERIALS INC,Mining,0.049207139,0.890536488,0
11361,2013,SYNOPSYS INC,Services,0.056848749,,0
11161,2020,OLD DOMINION FREIGHT LINE INC,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.153952593,,0
45469,2014,EXTRA SPACE STORAGE INC,"Finance, Insurance, And Real Estate",0.040515826,,0
20659,2020,EQUIFAX INC; RETAIL CR CO,Services,0.054110572,0.817467513,0
15758,2018,CH ROBINSON WORLDWIDE INC,"Transportation, Communications, Electric, Gas, And Sanitary Services",0.15008881,,0
44184,2014,MOLINA HEALTHCARE INC,"Finance, Insurance, And Real Estate",0.013897702,,0
